01110,00100,01110,01110,00010,11111,01110,11111,01110,01110
10001,01100,10001,10001,00110,10000,10001,00001,10001,10001
10011,00100,00001,00001,01010,11110,10000,00010,10001,10001
10101,00100,00010,00110,10010,00001,11110,00100,01110,01111
11001,00100,00100,00001,11111,00001,10001,00100,10001,00001
10001,00100,01000,10001,00010,10001,10001,00100,10001,10001
01110,01110,11111,01110,00010,01110,01110,00100,01110,01110
