01110,11110,01111,11110,11111,11111,01111,10001,11111,11111,10001,10000,10001,11001,01110,11110,01110,11110,11111,11111,10001,10001,10101,10001,10001,11111
10001,10001,10000,10001,10000,10000,10000,10001,00100,00100,10010,10000,11011,11001,10001,10001,10001,10001,10000,00100,10001,10001,10101,10001,10001,00001
10001,10001,10000,10001,10000,10000,10000,10001,00100,00100,10100,10000,10101,10101,10001,10001,10001,10001,10000,00100,10001,10001,10101,01010,01010,00010
11111,11110,10000,10001,11100,11100,10011,11111,00100,00100,11000,10000,10001,10101,10001,11110,10001,11110,11111,00100,10001,10001,10101,00100,00100,00100
10001,10001,10000,10001,10000,10000,10001,10001,00100,00100,10100,10000,10001,10101,10001,10000,10001,10001,00001,00100,10001,10001,10101,01010,00100,01000
10001,10001,10000,10001,10000,10000,10001,10001,00100,10100,10010,10000,10001,10011,10001,10000,10100,10001,00001,00100,10001,01010,10101,10001,00100,10000
10001,11110,01111,11110,11111,10000,01111,10001,11111,11100,10001,11111,10001,10001,01110,10000,01010,10001,11111,00100,11111,00100,01010,10001,00100,11111
